NAME	DESCRIPTION
STIL	ENSG00000123473
EPHA1	ENSG00000146904
TMEM254	ENSG00000133678
SH3BP1	ENSG00000100092
TBX2	ENSG00000121068
ZNF649	ENSG00000198093
POLE4	ENSG00000115350
ZNF529	ENSG00000186020
ELMOD2	ENSG00000179387
COQ5	ENSG00000110871
CEP152	ENSG00000103995
LRRC37B	ENSG00000185158
PEX11A	ENSG00000166821
TNFRSF9	ENSG00000049249
USP35	ENSG00000118369
EIF5A2	ENSG00000163577
AP5M1	ENSG00000053770
PCDH12	ENSG00000113555
PDSS2	ENSG00000164494
DTWD1	ENSG00000104047
ZNF253	ENSG00000256771
GLIPR1	ENSG00000139278
RING1	ENSG00000204227
TRIM5	ENSG00000132256
TAZ	ENSG00000102125
VPS50	ENSG00000004766
MMAB	ENSG00000139428
ELP3	ENSG00000134014
LRRC27	ENSG00000148814
NOB1	ENSG00000141101
CUEDC2	ENSG00000107874
ATPAF1	ENSG00000123472
SLC2A11	ENSG00000133460
SPHK2	ENSG00000063176
SIK1B	ENSG00000275993
MRPL35	ENSG00000132313
FZD7	ENSG00000155760
PNPLA8	ENSG00000135241
LRRC8C	ENSG00000171488
IRX2	ENSG00000170561
VIPAS39	ENSG00000151445
GOT1	ENSG00000120053
CD2	ENSG00000116824
TAF11	ENSG00000064995
RPL22L1	ENSG00000163584
GNAL	ENSG00000141404
FBXO44	ENSG00000132879
AOAH	ENSG00000136250
NOP16	ENSG00000048162
CECR2	ENSG00000099954
KIF23	ENSG00000137807
FAM117B	ENSG00000138439
LMLN	ENSG00000185621
SERTAD1	ENSG00000197019
C17orf49	ENSG00000258315
KCNJ5	ENSG00000120457
FAHD2A	ENSG00000115042
TSR2	ENSG00000158526
TOP1MT	ENSG00000184428
SPACA6	ENSG00000182310
ARHGAP25	ENSG00000163219
PTCD2	ENSG00000049883
LRRC49	ENSG00000137821
UBALD1	ENSG00000153443
FAM84A	ENSG00000162981
PIP4P1	ENSG00000165782
SCUBE1	ENSG00000159307
GLRX2	ENSG00000023572
SLC26A6	ENSG00000225697
PSEN2	ENSG00000143801
NDUFA7	ENSG00000267855
CCDC137	ENSG00000185298
MICU2	ENSG00000165487
BMP7	ENSG00000101144
APTX	ENSG00000137074
BOLA2B	ENSG00000169627
RUNX1T1	ENSG00000079102
LSM10	ENSG00000181817
NADK2	ENSG00000152620
FAM135A	ENSG00000082269
ZNF568	ENSG00000198453
TMOD2	ENSG00000128872
BAG4	ENSG00000156735
APIP	ENSG00000149089
TAF9	ENSG00000273841
ANKRD30B	ENSG00000180777
OPN3	ENSG00000054277
EMC8	ENSG00000131148
RNF139	ENSG00000170881
MFSD2A	ENSG00000168389
STXBP1	ENSG00000136854
ZNF576	ENSG00000124444
TTC21B	ENSG00000123607
PNMA2	ENSG00000240694
MAML3	ENSG00000196782
RBM38	ENSG00000132819
UQCC3	ENSG00000204922
NTM	ENSG00000182667
PLAA	ENSG00000137055
MFSD14A	ENSG00000156875
ABRAXAS1	ENSG00000163322
MAP2K6	ENSG00000108984
AAAS	ENSG00000094914
TTC9C	ENSG00000162222
ATXN7L1	ENSG00000146776
IFT80	ENSG00000068885
FAM98B	ENSG00000171262
MRPS18A	ENSG00000096080
SGTB	ENSG00000197860
CDKN2B	ENSG00000147883
EIF2B2	ENSG00000119718
SLITRK6	ENSG00000184564
BCKDHB	ENSG00000083123
DCUN1D3	ENSG00000188215
MAMDC4	ENSG00000177943
AC112128.1	ENSG00000285943
ZNF134	ENSG00000213762
TUBG1	ENSG00000131462
ZNF358	ENSG00000198816
ZNF346	ENSG00000113761
DNAJC17	ENSG00000104129
ATP8A1	ENSG00000124406
ACVR2A	ENSG00000121989
PALM	ENSG00000099864
ABI3BP	ENSG00000154175
ACAT2	ENSG00000120437
CDH13	ENSG00000140945
THOC7	ENSG00000163634
DALRD3	ENSG00000178149
CPEB2	ENSG00000137449
SLC24A4	ENSG00000140090
AC126755.2	ENSG00000233024
DIAPH2	ENSG00000147202
DZIP1	ENSG00000134874
FP565260.1	ENSG00000275464
CMKLR1	ENSG00000174600
TBC1D32	ENSG00000146350
RABEPK	ENSG00000136933
DNAJC18	ENSG00000170464
POLD1	ENSG00000062822
HIST1H2BL	ENSG00000185130
ATG5	ENSG00000057663
SFT2D1	ENSG00000198818
ESPL1	ENSG00000135476
DPY19L1	ENSG00000173852
NAALADL2	ENSG00000177694
RNF146	ENSG00000118518
FNTB	ENSG00000257365
FBXL7	ENSG00000183580
C8orf82	ENSG00000213563
POTEF	ENSG00000196604
CHUK	ENSG00000213341
DHX33	ENSG00000005100
PTGER4	ENSG00000171522
ITGAE	ENSG00000083457
CLSPN	ENSG00000092853
CACNB4	ENSG00000182389
GOLGA8N	ENSG00000232653
MPPED2	ENSG00000066382
IRF2BP1	ENSG00000170604
TMEM18	ENSG00000151353
RFXANK	ENSG00000064490
RRAGC	ENSG00000116954
OPLAH	ENSG00000178814
RHOBTB2	ENSG00000008853
APEX2	ENSG00000169188
OR2M3	ENSG00000228198
BBS4	ENSG00000140463
PCYT2	ENSG00000185813
TSPOAP1	ENSG00000005379
GGT6	ENSG00000167741
RELT	ENSG00000054967
CCDC159	ENSG00000183401
AIF1	ENSG00000204472
MMP7	ENSG00000137673
HOMEZ	ENSG00000215271
UBIAD1	ENSG00000120942
COPG2	ENSG00000158623
APBB1IP	ENSG00000077420
TSTD2	ENSG00000136925
CENPV	ENSG00000166582
CIAO2B	ENSG00000166595
ARNTL2	ENSG00000029153
HSPB8	ENSG00000152137
ZNF136	ENSG00000196646
GAS1	ENSG00000180447
SLC16A7	ENSG00000118596
ZBTB48	ENSG00000204859
COIL	ENSG00000121058
DCLRE1C	ENSG00000152457
DPM3	ENSG00000179085
PTPMT1	ENSG00000110536
TEPSIN	ENSG00000167302
MGME1	ENSG00000125871
PPP2R2C	ENSG00000074211
RELL1	ENSG00000181826
NOX4	ENSG00000086991
LRG1	ENSG00000171236
HCFC1R1	ENSG00000103145
INMT	ENSG00000241644
GRPEL2	ENSG00000164284
AC093323.1	ENSG00000170846
SDHAF4	ENSG00000154079
HGH1	ENSG00000235173
ZNF345	ENSG00000251247
ALG5	ENSG00000120697
ZNF865	ENSG00000261221
SYF2	ENSG00000117614
POU5F2	ENSG00000248483
OR4D9	ENSG00000172742
ELOF1	ENSG00000130165
LEF1	ENSG00000138795
RBM48	ENSG00000127993
ZNF467	ENSG00000181444
SLC41A2	ENSG00000136052
QSOX2	ENSG00000165661
C6orf120	ENSG00000185127
BCL7A	ENSG00000110987
ZWINT	ENSG00000122952
NAA30	ENSG00000139977
AC244197.3	ENSG00000241489
C8orf76	ENSG00000189376
RBM18	ENSG00000119446
USP18	ENSG00000184979
RUFY2	ENSG00000204130
EFNA5	ENSG00000184349
ADAMTS14	ENSG00000138316
DMAC2	ENSG00000105341
RAB32	ENSG00000118508
TVP23C	ENSG00000175106
BRCA2	ENSG00000139618
PAM16	ENSG00000217930
CSKMT	ENSG00000214756
TEX9	ENSG00000151575
KCNS3	ENSG00000170745
ZNF566	ENSG00000186017
TSHZ1	ENSG00000179981
CHMP4C	ENSG00000164695
WNT5A	ENSG00000114251
PIBF1	ENSG00000083535
SLC39A4	ENSG00000147804
TST	ENSG00000128311
FAM214B	ENSG00000005238
KIF20A	ENSG00000112984
IPPK	ENSG00000127080
ESPN	ENSG00000187017
MME	ENSG00000196549
PELI1	ENSG00000197329
SLC25A10	ENSG00000183048
NUDT15	ENSG00000136159
VPS37A	ENSG00000155975
ETHE1	ENSG00000105755
NUAK2	ENSG00000163545
MOCS2	ENSG00000164172
MN1	ENSG00000169184
ALDH1A3	ENSG00000184254
HMBS	ENSG00000256269
CLDN12	ENSG00000157224
P3H3	ENSG00000110811
PPP1R16B	ENSG00000101445
FCAR	ENSG00000186431
IDUA	ENSG00000127415
EVA1C	ENSG00000166979
SNX4	ENSG00000114520
FUT4	ENSG00000196371
ZNF100	ENSG00000197020
RP2	ENSG00000102218
AKIP1	ENSG00000166452
IRAK3	ENSG00000090376
NRF1	ENSG00000106459
PCDH11Y	ENSG00000099715
RHOH	ENSG00000168421
EIF4E3	ENSG00000163412
FGFR4	ENSG00000160867
CASP6	ENSG00000138794
RNASEL	ENSG00000135828
ZBTB34	ENSG00000177125
NTRK3	ENSG00000140538
MRPL47	ENSG00000136522
ABAT	ENSG00000183044
ANKRD13B	ENSG00000198720
ENPP2	ENSG00000136960
LRFN4	ENSG00000173621
LRRC42	ENSG00000116212
USHBP1	ENSG00000130307
IKBKG	ENSG00000269335
PRPSAP2	ENSG00000141127
AVIL	ENSG00000135407
LACTB	ENSG00000103642
CNTNAP2	ENSG00000174469
KIAA1211L	ENSG00000196872
DHX35	ENSG00000101452
CEP76	ENSG00000101624
DSEL	ENSG00000171451
SMAP1	ENSG00000112305
PPIL1	ENSG00000137168
SPTB	ENSG00000070182
MID1	ENSG00000101871
MTMR2	ENSG00000087053
PHF19	ENSG00000119403
PDRG1	ENSG00000088356
AIFM2	ENSG00000042286
PPP1R35	ENSG00000160813
MCOLN1	ENSG00000090674
ARHGAP11A	ENSG00000198826
NSL1	ENSG00000117697
MLKL	ENSG00000168404
ABCB11	ENSG00000073734
TAF3	ENSG00000165632
AJM1	ENSG00000232434
EPOP	ENSG00000273604
GTF2E2	ENSG00000197265
RBMXL1	ENSG00000213516
PANX1	ENSG00000110218
CPTP	ENSG00000224051
TAPT1	ENSG00000169762
PER1	ENSG00000179094
BBS9	ENSG00000122507
SLC35B4	ENSG00000205060
COX19	ENSG00000240230
TBCEL	ENSG00000154114
TXLNG	ENSG00000086712
FSIP1	ENSG00000150667
MRPL46	ENSG00000259494
RASD1	ENSG00000108551
CCDC12	ENSG00000160799
GDPGP1	ENSG00000183208
C7orf43	ENSG00000146826
IFT52	ENSG00000101052
ZMAT5	ENSG00000100319
DCAKD	ENSG00000172992
CASD1	ENSG00000127995
SLC7A14	ENSG00000013293
VRK2	ENSG00000028116
NUDT9	ENSG00000170502
KCNN4	ENSG00000104783
CTXN1	ENSG00000178531
DCUN1D5	ENSG00000137692
NAB2	ENSG00000166886
TMEM144	ENSG00000164124
STK11IP	ENSG00000144589
RBM4B	ENSG00000173914
INSIG2	ENSG00000125629
CENPO	ENSG00000138092
MRPL16	ENSG00000166902
TEDC1	ENSG00000185347
SSPN	ENSG00000123096
RRS1	ENSG00000179041
TMEM97	ENSG00000109084
ZNF350	ENSG00000256683
IKBKE	ENSG00000263528
ZMYND19	ENSG00000165724
NIPA1	ENSG00000170113
R3HCC1L	ENSG00000166024
NDUFB6	ENSG00000165264
GTF2H5	ENSG00000272047
SYNJ1	ENSG00000159082
RERG	ENSG00000134533
EBF1	ENSG00000164330
TSPYL4	ENSG00000187189
ALDH5A1	ENSG00000112294
GMCL1	ENSG00000087338
UTP3	ENSG00000132467
CFAP410	ENSG00000160226
GPS2	ENSG00000132522
EXD3	ENSG00000187609
ZSWIM7	ENSG00000214941
TOPORS	ENSG00000197579
ZBTB17	ENSG00000116809
KLHL28	ENSG00000179454
GPRC5B	ENSG00000167191
THNSL2	ENSG00000144115
MORN3	ENSG00000139714
LMTK3	ENSG00000142235
TRAF6	ENSG00000175104
ADGRG2	ENSG00000173698
MEIS3	ENSG00000105419
BORCS5	ENSG00000165714
TBCC	ENSG00000124659
ZNF525	ENSG00000203326
EFNA4	ENSG00000243364
NR6A1	ENSG00000148200
MDFI	ENSG00000112559
SNTB1	ENSG00000172164
SETD6	ENSG00000103037
NFAM1	ENSG00000235568
BABAM2	ENSG00000158019
RGMA	ENSG00000182175
APLNR	ENSG00000134817
ZNF888	ENSG00000213793
ELP6	ENSG00000163832
KLF11	ENSG00000172059
LINS1	ENSG00000140471
SMIM15	ENSG00000188725
CPVL	ENSG00000106066
ZCCHC3	ENSG00000247315
INTS5	ENSG00000185085
CEP120	ENSG00000168944
RAC2	ENSG00000128340
BCAT2	ENSG00000105552
PIGP	ENSG00000185808
ZNF140	ENSG00000196387
RRM2B	ENSG00000048392
WDR92	ENSG00000243667
CPQ	ENSG00000104324
CMAS	ENSG00000111726
INPP5E	ENSG00000148384
MGMT	ENSG00000170430
PRPS1	ENSG00000147224
BRCC3	ENSG00000185515
FRRS1	ENSG00000156869
MED26	ENSG00000105085
CHST3	ENSG00000122863
ACVRL1	ENSG00000139567
RFK	ENSG00000135002
SSX2IP	ENSG00000117155
CD52	ENSG00000169442
PANK4	ENSG00000157881
ZNF219	ENSG00000165804
SLC19A3	ENSG00000135917
SNX15	ENSG00000110025
SYNPO2L	ENSG00000166317
CFI	ENSG00000205403
TAPBPL	ENSG00000139192
ZBTB7C	ENSG00000184828
DBR1	ENSG00000138231
ARL17B	ENSG00000228696
DBP	ENSG00000105516
MT1X	ENSG00000187193
FAM78A	ENSG00000126882
C5AR1	ENSG00000197405
CDON	ENSG00000064309
GINS4	ENSG00000147536
STAM	ENSG00000136738
NGDN	ENSG00000129460
PPFIA3	ENSG00000177380
RFX1	ENSG00000132005
ITGA7	ENSG00000135424
MED4	ENSG00000136146
ZNF45	ENSG00000124459
G2E3	ENSG00000092140
ALDH4A1	ENSG00000159423
CCDC71L	ENSG00000253276
PDE4C	ENSG00000105650
ARHGEF4	ENSG00000136002
TFAM	ENSG00000108064
SLC16A1	ENSG00000155380
MED11	ENSG00000161920
ZC3HAV1L	ENSG00000146858
TARSL2	ENSG00000185418
DCAF15	ENSG00000132017
CENPE	ENSG00000138778
KATNAL1	ENSG00000102781
PYM1	ENSG00000170473
RAB17	ENSG00000124839
BCORL1	ENSG00000085185
ZNF799	ENSG00000196466
IL2RG	ENSG00000147168
TDP1	ENSG00000042088
BUB1	ENSG00000169679
SLCO3A1	ENSG00000176463
CCNYL1	ENSG00000163249
TM7SF2	ENSG00000149809
BHLHE41	ENSG00000123095
RIPK2	ENSG00000104312
NPIPB13	ENSG00000198064
MVB12B	ENSG00000196814
GIMAP5	ENSG00000196329
SDR39U1	ENSG00000100445
ZNF74	ENSG00000185252
MAFF	ENSG00000185022
TULP3	ENSG00000078246
PGAP2	ENSG00000148985
APCDD1	ENSG00000154856
TCEAL3	ENSG00000196507
GMFG	ENSG00000130755
KLHL20	ENSG00000076321
SIX5	ENSG00000177045
SPTSSB	ENSG00000196542
DPH2	ENSG00000132768
NEK2	ENSG00000117650
PI4K2B	ENSG00000038210
RGS9	ENSG00000108370
SLC25A23	ENSG00000125648
STK16	ENSG00000115661
MCUB	ENSG00000005059
SNRNP27	ENSG00000124380
MOB2	ENSG00000182208
NFYB	ENSG00000120837
RABIF	ENSG00000183155
SLC25A28	ENSG00000155287
H2AFY2	ENSG00000099284
PTPDC1	ENSG00000158079
ZNF805	ENSG00000204524
SP4	ENSG00000105866
SLC39A3	ENSG00000141873
CKAP2	ENSG00000136108
ANGPTL4	ENSG00000167772
ZNF845	ENSG00000213799
GCFC2	ENSG00000005436
C21orf58	ENSG00000160298
NXT1	ENSG00000132661
SECTM1	ENSG00000141574
WFDC2	ENSG00000101443
TBC1D10C	ENSG00000175463
ESCO2	ENSG00000171320
EOGT	ENSG00000163378
ST6GAL2	ENSG00000144057
EMC2	ENSG00000104412
TPH1	ENSG00000129167
TTC27	ENSG00000018699
HJURP	ENSG00000123485
WDR35	ENSG00000118965
CYP46A1	ENSG00000036530
KAT2B	ENSG00000114166
ZNF707	ENSG00000181135
BRIX1	ENSG00000113460
STX2	ENSG00000111450
GALNT4	ENSG00000257594
MYCBP	ENSG00000214114
SENP1	ENSG00000079387
PTDSS2	ENSG00000174915
ORAI3	ENSG00000175938
BDKRB2	ENSG00000168398
STARD8	ENSG00000130052
POLR2I	ENSG00000105258
ANGPT2	ENSG00000091879
MARCH1	ENSG00000145416
ZNF717	ENSG00000227124
RPF2	ENSG00000197498
CATSPER2	ENSG00000166762
TMTC2	ENSG00000179104
ISOC1	ENSG00000066583
AFAP1L1	ENSG00000157510
REXO2	ENSG00000076043
PITPNM2	ENSG00000090975
CCS	ENSG00000173992
SPDYE2	ENSG00000205238
MUL1	ENSG00000090432
MAP1LC3C	ENSG00000197769
HIST3H2BB	ENSG00000196890
IL12RB1	ENSG00000096996
ZNF473	ENSG00000142528
NRIP3	ENSG00000175352
NCKAP5	ENSG00000176771
MCU	ENSG00000156026
PPWD1	ENSG00000113593
MRGBP	ENSG00000101189
ZNF189	ENSG00000136870
TENM3	ENSG00000218336
AP4B1	ENSG00000134262
TMEM231	ENSG00000205084
ZCCHC9	ENSG00000131732
APBB3	ENSG00000113108
PMS2	ENSG00000122512
ACTR8	ENSG00000113812
COQ7	ENSG00000167186
SLC6A1	ENSG00000157103
C1GALT1	ENSG00000106392
HAPLN3	ENSG00000140511
CCNG1	ENSG00000113328
SCIN	ENSG00000006747
REEP6	ENSG00000115255
IMMP1L	ENSG00000148950
LIMS2	ENSG00000072163
DNAJB9	ENSG00000128590
CEP83	ENSG00000173588
RHOF	ENSG00000139725
MAP4K1	ENSG00000104814
DET1	ENSG00000140543
DUSP28	ENSG00000188542
PHF13	ENSG00000116273
ADAMTS15	ENSG00000166106
CSMD2	ENSG00000121904
TIGD5	ENSG00000179886
TRADD	ENSG00000102871
FAM47E	ENSG00000189157
CDC23	ENSG00000094880
VAMP1	ENSG00000139190
CTSO	ENSG00000256043
IQCN	ENSG00000130518
MYO1G	ENSG00000136286
KLHDC7B	ENSG00000130487
ATAD3C	ENSG00000215915
ULK4	ENSG00000168038
ZNF550	ENSG00000251369
ZCCHC4	ENSG00000168228
PCDHA10	ENSG00000250120
HSH2D	ENSG00000196684
TMEM185B	ENSG00000226479
AK1	ENSG00000106992
FBXO6	ENSG00000116663
NIFK	ENSG00000155438
DNAH11	ENSG00000105877
VMAC	ENSG00000187650
ZNF304	ENSG00000131845
AP1S3	ENSG00000152056
NR2C1	ENSG00000120798
BIN3	ENSG00000147439
AC022150.4	ENSG00000269825
DPM1	ENSG00000000419
CD3EAP	ENSG00000117877
NFXL1	ENSG00000170448
CCR4	ENSG00000183813
TATDN1	ENSG00000147687
MAPK7	ENSG00000166484
IL2RB	ENSG00000100385
MICA	ENSG00000204520
BRAP	ENSG00000089234
HSD17B7	ENSG00000132196
SPDYE5	ENSG00000170092
BLOC1S2	ENSG00000196072
C12orf10	ENSG00000139637
ZNF22	ENSG00000165512
MXD1	ENSG00000059728
XKR4	ENSG00000206579
WDR44	ENSG00000131725
KCNJ15	ENSG00000157551
EPHB2	ENSG00000133216
LAMB3	ENSG00000196878
MBTPS2	ENSG00000012174
ZNF517	ENSG00000197363
SDK1	ENSG00000146555
PLSCR3	ENSG00000187838
CMPK2	ENSG00000134326
LPAR1	ENSG00000198121
KIAA1257	ENSG00000114656
TTC4	ENSG00000243725
INPP5F	ENSG00000198825
SEMA3G	ENSG00000010319
MROH6	ENSG00000204839
SMO	ENSG00000128602
SLC15A2	ENSG00000163406
DENND5B	ENSG00000170456
IFT46	ENSG00000118096
ELOVL6	ENSG00000170522
LINC00672	ENSG00000263874
TTC8	ENSG00000165533
TDRD1	ENSG00000095627
TSSC4	ENSG00000184281
ADAMTS7	ENSG00000136378
SEC31B	ENSG00000075826
CHCHD1	ENSG00000172586
HIST1H3I	ENSG00000275379
MAP3K8	ENSG00000107968
ZGRF1	ENSG00000138658
PRPF39	ENSG00000185246
CARD6	ENSG00000132357
TCFL5	ENSG00000101190
NUDT14	ENSG00000183828
SMPD1	ENSG00000166311
ZDHHC4	ENSG00000136247
TCF7L1	ENSG00000152284
CFAP69	ENSG00000105792
NOL12	ENSG00000273899
PALD1	ENSG00000107719
MFAP1	ENSG00000140259
ALDH1A1	ENSG00000165092
TREM2	ENSG00000095970
LRRK2	ENSG00000188906
CHAF1A	ENSG00000167670
FAAH	ENSG00000117480
NUTM2D	ENSG00000214562
PKMYT1	ENSG00000127564
STK33	ENSG00000130413
RAD52	ENSG00000002016
RAB36	ENSG00000100228
GALNT15	ENSG00000131386
ABCA9	ENSG00000154258
ZNF275	ENSG00000063587
CD3G	ENSG00000160654
MRPL33	ENSG00000243147
HSPBP1	ENSG00000133265
DEPTOR	ENSG00000155792
DHRS1	ENSG00000157379
MTHFSD	ENSG00000103248
TMEM237	ENSG00000155755
FAHD2B	ENSG00000144199
OR7C1	ENSG00000127530
HSD17B1	ENSG00000108786
MLLT11	ENSG00000213190
NAV3	ENSG00000067798
WDYHV1	ENSG00000156795
HDHD2	ENSG00000167220
RBM41	ENSG00000089682
NDUFAF5	ENSG00000101247
IKZF2	ENSG00000030419
RITA1	ENSG00000139405
SLC16A10	ENSG00000112394
BCS1L	ENSG00000074582
CSRNP1	ENSG00000144655
CCDC91	ENSG00000123106
DPY30	ENSG00000162961
C1orf116	ENSG00000182795
BIVM	ENSG00000134897
RPGR	ENSG00000156313
PRADC1	ENSG00000135617
LZTS1	ENSG00000061337
MRM2	ENSG00000122687
ZNF227	ENSG00000131115
RNF5	ENSG00000204308
GBE1	ENSG00000114480
BRF2	ENSG00000104221
HIST1H3J	ENSG00000197153
OXLD1	ENSG00000204237
DCLK2	ENSG00000170390
TSFM	ENSG00000123297
ZNF324	ENSG00000083812
ADCY4	ENSG00000129467
VBP1	ENSG00000155959
ZNF594	ENSG00000180626
TMEM201	ENSG00000188807
LRRC26	ENSG00000184709
MEIS1	ENSG00000143995
AC010422.6	ENSG00000269693
TROAP	ENSG00000135451
ESYT3	ENSG00000158220
ZNF720	ENSG00000197302
HSPB11	ENSG00000081870
ESD	ENSG00000139684
TRMT1L	ENSG00000121486
SHE	ENSG00000169291
ACCS	ENSG00000110455
DECR2	ENSG00000242612
CENPJ	ENSG00000151849
FAM173A	ENSG00000103254
MAOB	ENSG00000069535
PACSIN3	ENSG00000165912
VWA5A	ENSG00000110002
AURKA	ENSG00000087586
WNT2B	ENSG00000134245
DHX58	ENSG00000108771
KCTD21	ENSG00000188997
ALKBH6	ENSG00000239382
EFCAB3	ENSG00000172421
E2F1	ENSG00000101412
CEP44	ENSG00000164118
HTRA2	ENSG00000115317
MYL5	ENSG00000215375
NDUFAF7	ENSG00000003509
IQCG	ENSG00000114473
SCRN2	ENSG00000141295
ABHD10	ENSG00000144827
DHRS7B	ENSG00000109016
CDK8	ENSG00000132964
METTL15	ENSG00000169519
NR2C2AP	ENSG00000184162
ABLIM3	ENSG00000173210
ZRSR2	ENSG00000169249
ABTB2	ENSG00000166016
ZNF593	ENSG00000142684
DNAJC4	ENSG00000110011
PMS1	ENSG00000064933
KLHL25	ENSG00000183655
WDR76	ENSG00000092470
ZNF511	ENSG00000198546
BEND7	ENSG00000165626
CISD2	ENSG00000145354
ZMAT1	ENSG00000166432
SERF1B	ENSG00000205572
MSANTD3	ENSG00000066697
GPR89B	ENSG00000188092
LRRN2	ENSG00000170382
RHOU	ENSG00000116574
CCNQ	ENSG00000262919
ANKRD46	ENSG00000186106
TMEM135	ENSG00000166575
GINS1	ENSG00000101003
USPL1	ENSG00000132952
ZNF595	ENSG00000272602
NSUN5	ENSG00000130305
PPCDC	ENSG00000138621
PKIB	ENSG00000135549
SEPT4	ENSG00000108387
ALG10B	ENSG00000175548
C19orf24	ENSG00000228300
MYNN	ENSG00000085274
ANAPC4	ENSG00000053900
GYPC	ENSG00000136732
SNRPF	ENSG00000139343
FSTL3	ENSG00000070404
CWC22	ENSG00000163510
CFAP74	ENSG00000142609
SFMBT1	ENSG00000163935
GFPT2	ENSG00000131459
HCK	ENSG00000101336
ZNF330	ENSG00000109445
GLI4	ENSG00000250571
SLC25A17	ENSG00000100372
PIGU	ENSG00000101464
FASTKD2	ENSG00000118246
SLC25A26	ENSG00000144741
ALG8	ENSG00000159063
RNF2	ENSG00000121481
MINDY3	ENSG00000148481
DNAJC19	ENSG00000205981
SHOX	ENSG00000185960
TMEM120A	ENSG00000189077
LYRM1	ENSG00000102897
TUSC2	ENSG00000114383
SLC29A3	ENSG00000198246
SPEF2	ENSG00000152582
PRMT3	ENSG00000185238
CYSTM1	ENSG00000120306
ZNF169	ENSG00000175787
ATAT1	ENSG00000137343
DCAF17	ENSG00000115827
DENND6B	ENSG00000205593
MSRB2	ENSG00000148450
XYLB	ENSG00000093217
GEM	ENSG00000164949
GSAP	ENSG00000186088
MPP3	ENSG00000161647
EFCAB2	ENSG00000203666
PPM1M	ENSG00000164088
FN3KRP	ENSG00000141560
NPTXR	ENSG00000221890
AARSD1	ENSG00000266967
KMO	ENSG00000117009
CD96	ENSG00000153283
LSM11	ENSG00000155858
EVA1B	ENSG00000142694
RSBN1	ENSG00000081019
SEMA4F	ENSG00000135622
CKLF	ENSG00000217555
ZNRF3	ENSG00000183579
GLT8D2	ENSG00000120820
TMC7	ENSG00000170537
TRPV3	ENSG00000167723
MAD2L2	ENSG00000116670
B3GALT6	ENSG00000176022
TSHZ3	ENSG00000121297
CYB5D2	ENSG00000167740
TRAF3IP3	ENSG00000009790
CATSPERG	ENSG00000099338
ZNF619	ENSG00000177873
HSF4	ENSG00000102878
HACD4	ENSG00000188921
PCDHGB5	ENSG00000276547
HSDL1	ENSG00000103160
NOC3L	ENSG00000173145
SYNE4	ENSG00000181392
TMEM44	ENSG00000145014
PCDH9	ENSG00000184226
RNF43	ENSG00000108375
MAST1	ENSG00000105613
GPHN	ENSG00000171723
POLD3	ENSG00000077514
ENDOV	ENSG00000173818
SAT2	ENSG00000141504
FAT3	ENSG00000165323
UPP1	ENSG00000183696
CD22	ENSG00000012124
TNFRSF25	ENSG00000215788
FAM172A	ENSG00000113391
CEP128	ENSG00000100629
TRIM62	ENSG00000116525
ARL14EP	ENSG00000152219
ARHGAP9	ENSG00000123329
UNC50	ENSG00000115446
PDGFA	ENSG00000197461
IPP	ENSG00000197429
RAB3B	ENSG00000169213
TICRR	ENSG00000140534
SYCP2	ENSG00000196074
IER3IP1	ENSG00000134049
TMUB1	ENSG00000164897
ABCA5	ENSG00000154265
ATP1A3	ENSG00000105409
SPC24	ENSG00000161888
BRIP1	ENSG00000136492
DYRK1B	ENSG00000105204
ZDHHC13	ENSG00000177054
SHROOM2	ENSG00000146950
MIER3	ENSG00000155545
EPHA4	ENSG00000116106
HIKESHI	ENSG00000149196
C6orf141	ENSG00000197261
CASP1	ENSG00000137752
ZNF681	ENSG00000196172
C15orf38-AP3S2	ENSG00000250021
RNF165	ENSG00000141622
SLC2A5	ENSG00000142583
NLRP2	ENSG00000022556
DNTTIP1	ENSG00000101457
ZNF567	ENSG00000189042
ZDHHC21	ENSG00000175893
HACE1	ENSG00000085382
POP7	ENSG00000172336
OR10H1	ENSG00000186723
DNASE1L1	ENSG00000013563
ZNF678	ENSG00000181450
ABCC6	ENSG00000091262
GLYATL2	ENSG00000156689
MRPS14	ENSG00000120333
GCH1	ENSG00000131979
DUSP8	ENSG00000184545
PRELID2	ENSG00000186314
AS3MT	ENSG00000214435
RWDD2B	ENSG00000156253
C1orf50	ENSG00000164008
CHMP2B	ENSG00000083937
SRFBP1	ENSG00000151304
ZDHHC14	ENSG00000175048
TRABD2A	ENSG00000186854
RNF26	ENSG00000173456
FBXO30	ENSG00000118496
TTC12	ENSG00000149292
TMEM101	ENSG00000091947
LILRB1	ENSG00000104972
OASL	ENSG00000135114
CDH23	ENSG00000107736
RIMS4	ENSG00000101098
TFPT	ENSG00000105619
TRMT61A	ENSG00000166166
OMA1	ENSG00000162600
RASAL3	ENSG00000105122
GRIK3	ENSG00000163873
FGFRL1	ENSG00000127418
COL17A1	ENSG00000065618
GPRASP1	ENSG00000198932
ACOT7	ENSG00000097021
CKMT1A	ENSG00000223572
PLPP1	ENSG00000067113
NICN1	ENSG00000145029
CTNND2	ENSG00000169862
MKKS	ENSG00000125863
PQLC3	ENSG00000162976
AC040162.1	ENSG00000261884
DTX3	ENSG00000178498
POF1B	ENSG00000124429
HOXB6	ENSG00000108511
GAREM1	ENSG00000141441
KLHL3	ENSG00000146021
